"Age","Freq_100000w","Freq","No_of_transcripts","TotalFreq","Word","LogFreq"
"21.0","42","7","297","164518","last",0.903089986991944
"24.0","137","39","456","284427","last",1.60205999132796
"27.0","134","54","616","402831","last",1.74036268949424
"30.0","113","46","486","406497","last",1.67209785793572
"33.0","198","66","361","332325","last",1.82607480270083
"36.0","136","33","250","242145","last",1.53147891704226
"39.0","169","32","236","189088","last",1.51851393987789
"42.0","293","46","215","156791","last",1.67209785793572
"45.0","351","55","249","156558","last",1.7481880270062
"48.0","419","59","221","140589","last",1.77815125038364
"51.0","256","29","154","112895","last",1.47712125471966
"54.0","326","126","173","385725","last",2.10380372095596
"57.0","432","49","182","113300","last",1.69897000433602
"60.0","398","32","120","80352","last",1.51851393987789
"63.0","388","19","108","48940","last",1.30102999566398
"66.0","573","30","157","52266","last",1.49136169383427
"69.0","372","15","117","40283","last",1.20411998265592
"12","320","5","180","15597","little",0.778151250383644
"15.0","1552","52","87","33500","little",1.72427586960079
"18.0","826","70","243","84684","little",1.85125834871908
"21.0","1404","231","297","164518","little",2.3654879848909
"24.0","2000","569","456","284427","little",2.75587485567249
"27.0","2566","1034","616","402831","little",3.01494034979294
"30.0","2560","1041","486","406497","little",3.01786771896351
"33.0","2840","944","361","332325","little",2.97543180850926
"36.0","3192","773","250","242145","little",2.88874096068289
"39.0","2549","482","236","189088","little",2.68394713075151
"42.0","2685","421","215","156791","little",2.62531245096167
"45.0","2158","338","249","156558","little",2.53019969820308
"48.0","2283","321","221","140589","little",2.50785587169583
"51.0","2117","239","154","112895","little",2.38021124171161
"54.0","1866","720","173","385725","little",2.85793526471943
"57.0","2427","275","182","113300","little",2.44090908206522
"60.0","2439","196","120","80352","little",2.29446622616159
"63.0","4045","198","108","48940","little",2.29885307640971
"66.0","2353","123","157","52266","little",2.09342168516224
"69.0","2755","111","117","40283","little",2.04921802267018
"12","0","0","180","15597","long",0
"15.0","29","1","87","33500","long",0.301029995663981
"18.0","23","2","243","84684","long",0.477121254719662
"21.0","115","19","297","164518","long",1.30102999566398
"24.0","98","28","456","284427","long",1.46239799789896
"27.0","136","55","616","402831","long",1.7481880270062
"30.0","221","90","486","406497","long",1.95904139232109
"33.0","352","117","361","332325","long",2.07188200730613
"36.0","623","151","250","242145","long",2.18184358794477
"39.0","502","95","236","189088","long",1.98227123303957
"42.0","618","97","215","156791","long",1.99122607569249
"45.0","427","67","249","156558","long",1.83250891270624
"48.0","505","71","221","140589","long",1.85733249643127
"51.0","487","55","154","112895","long",1.7481880270062
"54.0","492","190","173","385725","long",2.28103336724773
"57.0","626","71","182","113300","long",1.85733249643127
"60.0","584","47","120","80352","long",1.68124123737559
"63.0","674","33","108","48940","long",1.53147891704226
"66.0","535","28","157","52266","long",1.46239799789896
"69.0","968","39","117","40283","long",1.60205999132796
"12","0","0","180","15597","loud",0
"15.0","89","3","87","33500","loud",0.602059991327962
"18.0","23","2","243","84684","loud",0.477121254719662
"21.0","36","6","297","164518","loud",0.845098040014257
"24.0","42","12","456","284427","loud",1.11394335230684
"27.0","42","17","616","402831","loud",1.25527250510331
"30.0","17","7","486","406497","loud",0.903089986991944
"33.0","51","17","361","332325","loud",1.25527250510331
"36.0","61","15","250","242145","loud",1.20411998265592
"39.0","42","8","236","189088","loud",0.954242509439325
"42.0","44","7","215","156791","loud",0.903089986991944
"45.0","38","6","249","156558","loud",0.845098040014257
"48.0","42","6","221","140589","loud",0.845098040014257
"51.0","35","4","154","112895","loud",0.698970004336019
"54.0","62","24","173","385725","loud",1.39794000867204
"57.0","88","10","182","113300","loud",1.04139268515823
"60.0","24","2","120","80352","loud",0.477121254719662
"63.0","61","3","108","48940","loud",0.602059991327962
"66.0","19","1","157","52266","loud",0.301029995663981
"69.0","49","2","117","40283","loud",0.477121254719662
"12","0","0","180","15597","mad",0
"15.0","29","1","87","33500","mad",0.301029995663981
"18.0","0","0","243","84684","mad",0
"21.0","0","0","297","164518","mad",0
"24.0","14","4","456","284427","mad",0.698970004336019
"27.0","49","20","616","402831","mad",1.32221929473392
"30.0","31","13","486","406497","mad",1.14612803567824
"33.0","63","21","361","332325","mad",1.34242268082221
"36.0","94","23","250","242145","mad",1.38021124171161
"39.0","89","17","236","189088","mad",1.25527250510331
"42.0","191","30","215","156791","mad",1.49136169383427
"45.0","121","19","249","156558","mad",1.30102999566398
"48.0","163","23","221","140589","mad",1.38021124171161
"51.0","132","15","154","112895","mad",1.20411998265592
"54.0","137","53","173","385725","mad",1.73239375982297
"57.0","79","9","182","113300","mad",1
"60.0","37","3","120","80352","mad",0.602059991327962
"63.0","81","4","108","48940","mad",0.698970004336019
"66.0","19","1","157","52266","mad",0.301029995663981
"69.0","74","3","117","40283","mad",0.602059991327962
"12","0","0","180","15597","naughty",0
"15.0","0","0","87","33500","naughty",0
"18.0","259","22","243","84684","naughty",1.36172783601759
"21.0","230","38","297","164518","naughty",1.5910646070265
"24.0","386","110","456","284427","naughty",2.04532297878666
"27.0","359","145","616","402831","naughty",2.16435285578444
"30.0","312","127","486","406497","naughty",2.10720996964787
"33.0","240","80","361","332325","naughty",1.90848501887865
"36.0","148","36","250","242145","naughty",1.56820172406699
"39.0","95","18","236","189088","naughty",1.27875360095283
"42.0","44","7","215","156791","naughty",0.903089986991944
"45.0","19","3","249","156558","naughty",0.602059991327962
"48.0","7","1","221","140589","naughty",0.301029995663981
"51.0","26","3","154","112895","naughty",0.602059991327962
"54.0","23","9","173","385725","naughty",1
"57.0","61","7","182","113300","naughty",0.903089986991944
"60.0","124","10","120","80352","naughty",1.04139268515823
"63.0","40","2","108","48940","naughty",0.477121254719662
"66.0","0","0","157","52266","naughty",0
"69.0","24","1","117","40283","naughty",0.301029995663981
"12","0","0","180","15597","new",0
"15.0","268","9","87","33500","new",1
"18.0","271","23","243","84684","new",1.38021124171161
"21.0","431","71","297","164518","new",1.85733249643127
"24.0","506","144","456","284427","new",2.16136800223497
"27.0","327","132","616","402831","new",2.12385164096709
"30.0","457","186","486","406497","new",2.2718416065365
"33.0","544","181","361","332325","new",2.26007138798507
"36.0","491","119","250","242145","new",2.07918124604762
"39.0","460","87","236","189088","new",1.94448267215017
"42.0","580","91","215","156791","new",1.96378782734556
"45.0","498","78","249","156558","new",1.89762709129044
"48.0","604","85","221","140589","new",1.93449845124357
"51.0","469","53","154","112895","new",1.73239375982297
"54.0","489","189","173","385725","new",2.27875360095283
"57.0","467","53","182","113300","new",1.73239375982297
"60.0","336","27","120","80352","new",1.44715803134222
"63.0","469","23","108","48940","new",1.38021124171161
"66.0","497","26","157","52266","new",1.43136376415899
"69.0","248","10","117","40283","new",1.04139268515823
"12","192","3","180","15597","nice",0.602059991327962
"15.0","179","6","87","33500","nice",0.845098040014257
"18.0","578","49","243","84684","nice",1.69897000433602
"21.0","820","135","297","164518","nice",2.13353890837022
"24.0","527","150","456","284427","nice",2.17897694729317
"27.0","498","201","616","402831","nice",2.30535136944662
"30.0","831","338","486","406497","nice",2.53019969820308
"33.0","514","171","361","332325","nice",2.23552844690755
"36.0","408","99","250","242145","nice",2
"39.0","359","68","236","189088","nice",1.83884909073726
"42.0","382","60","215","156791","nice",1.78532983501077
"45.0","287","45","249","156558","nice",1.66275783168157
"48.0","355","50","221","140589","nice",1.70757017609794
"51.0","274","31","154","112895","nice",1.50514997831991
"54.0","334","129","173","385725","nice",2.11394335230684
"57.0","520","59","182","113300","nice",1.77815125038364
"60.0","684","55","120","80352","nice",1.7481880270062
"63.0","469","23","108","48940","nice",1.38021124171161
"66.0","382","20","157","52266","nice",1.32221929473392
"69.0","297","12","117","40283","nice",1.11394335230684
"12","0","0","180","15597","noisy",0
"15.0","985","33","87","33500","noisy",1.53147891704226
"18.0","35","3","243","84684","noisy",0.602059991327962
"21.0","151","25","297","164518","noisy",1.41497334797082
"24.0","45","13","456","284427","noisy",1.14612803567824
"27.0","74","30","616","402831","noisy",1.49136169383427
"30.0","108","44","486","406497","noisy",1.65321251377534
"33.0","54","18","361","332325","noisy",1.27875360095283
"36.0","12","3","250","242145","noisy",0.602059991327962
"39.0","21","4","236","189088","noisy",0.698970004336019
"42.0","6","1","215","156791","noisy",0.301029995663981
"45.0","6","1","249","156558","noisy",0.301029995663981
"48.0","21","3","221","140589","noisy",0.602059991327962
"51.0","26","3","154","112895","noisy",0.602059991327962
"54.0","2","1","173","385725","noisy",0.301029995663981
"57.0","0","0","182","113300","noisy",0
"60.0","24","2","120","80352","noisy",0.477121254719662
"63.0","61","3","108","48940","noisy",0.602059991327962
"66.0","38","2","157","52266","noisy",0.477121254719662
"69.0","49","2","117","40283","noisy",0.477121254719662
"12","0","0","180","15597","old",0
"15.0","328","11","87","33500","old",1.07918124604762
"18.0","47","4","243","84684","old",0.698970004336019
"21.0","139","23","297","164518","old",1.38021124171161
"24.0","175","50","456","284427","old",1.70757017609794
"27.0","191","77","616","402831","old",1.89209460269048
"30.0","253","103","486","406497","old",2.01703333929878
"33.0","219","73","361","332325","old",1.86923171973098
"36.0","268","65","250","242145","old",1.81954393554187
"39.0","269","51","236","189088","old",1.7160033436348
"42.0","420","66","215","156791","old",1.82607480270083
"45.0","587","92","249","156558","old",1.96848294855394
"48.0","384","54","221","140589","old",1.74036268949424
"51.0","487","55","154","112895","old",1.7481880270062
"54.0","422","163","173","385725","old",2.2148438480477
"57.0","476","54","182","113300","old",1.74036268949424
"60.0","759","61","120","80352","old",1.79239168949825
"63.0","388","19","108","48940","old",1.30102999566398
"66.0","153","8","157","52266","old",0.954242509439325
"69.0","620","25","117","40283","old",1.41497334797082
"12","0","0","180","15597","other",0
"15.0","1104","37","87","33500","other",1.57978359661681
"18.0","495","42","243","84684","other",1.63346845557959
"21.0","1033","170","297","164518","other",2.23299611039215
"24.0","942","268","456","284427","other",2.42975228000241
"27.0","1702","686","616","402831","other",2.83695673705955
"30.0","1138","463","486","406497","other",2.66651798055488
"33.0","1311","436","361","332325","other",2.64048143697042
"36.0","1433","347","250","242145","other",2.54157924394658
"39.0","1004","190","236","189088","other",2.28103336724773
"42.0","1052","165","215","156791","other",2.22010808804005
"45.0","1092","171","249","156558","other",2.23552844690755
"48.0","1301","183","221","140589","other",2.26481782300954
"51.0","1248","141","154","112895","other",2.15228834438306
"54.0","886","342","173","385725","other",2.53529412004277
"57.0","1632","185","182","113300","other",2.26951294421792
"60.0","1742","140","120","80352","other",2.14921911265538
"63.0","1287","63","108","48940","other",1.80617997398389
"66.0","1167","61","157","52266","other",1.79239168949825
"69.0","1191","48","117","40283","other",1.69019608002851
"12","0","0","180","15597","poor",0
"15.0","59","2","87","33500","poor",0.477121254719662
"18.0","35","3","243","84684","poor",0.602059991327962
"21.0","103","17","297","164518","poor",1.25527250510331
"24.0","263","75","456","284427","poor",1.88081359228079
"27.0","287","116","616","402831","poor",2.06818586174616
"30.0","154","63","486","406497","poor",1.80617997398389
"33.0","117","39","361","332325","poor",1.60205999132796
"36.0","61","15","250","242145","poor",1.20411998265592
"39.0","68","13","236","189088","poor",1.14612803567824
"42.0","95","15","215","156791","poor",1.20411998265592
"45.0","6","1","249","156558","poor",0.301029995663981
"48.0","14","2","221","140589","poor",0.477121254719662
"51.0","44","5","154","112895","poor",0.778151250383644
"54.0","28","11","173","385725","poor",1.07918124604762
"57.0","132","15","182","113300","poor",1.20411998265592
"60.0","49","4","120","80352","poor",0.698970004336019
"63.0","102","5","108","48940","poor",0.778151250383644
"66.0","19","1","157","52266","poor",0.301029995663981
"69.0","124","5","117","40283","poor",0.778151250383644
"12","128","2","180","15597","pretty",0.477121254719662
"15.0","89","3","87","33500","pretty",0.602059991327962
"18.0","389","33","243","84684","pretty",1.53147891704226
"21.0","151","25","297","164518","pretty",1.41497334797082
"24.0","105","30","456","284427","pretty",1.49136169383427
"27.0","151","61","616","402831","pretty",1.79239168949825
"30.0","162","66","486","406497","pretty",1.82607480270083
"33.0","285","95","361","332325","pretty",1.98227123303957
"36.0","301","73","250","242145","pretty",1.86923171973098
"39.0","237","45","236","189088","pretty",1.66275783168157
"42.0","299","47","215","156791","pretty",1.68124123737559
